Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000044
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;02:09:03;11:54:36;04.10.2022;Y;10;53 47.76317 N;010 47.97108 E;25.766;47.7;85.41;35036.6;-3.125;-28.500;0.100;5.659;8.4;66673
$;02:09:05;11:54:38;04.10.2022;Y;10;53 47.77092 N;010 47.99385 E;35.973;66.6;50.53;35048.5;-3.0;-28.375;0.100;5.659;8.4;66673
$;02:09:07;11:54:40;04.10.2022;Y;10;53 47.78294 N;010 48.03238 E;54.944;101.7;71.16;35064.0;-3.0;-28.375;0.100;5.710;8.4;66673
$;02:09:09;11:54:42;04.10.2022;Y;10;53 47.78585 N;010 48.08708 E;62.185;115.1;95.62;35072.9;-3.0;-28.375;0.100;5.710;8.4;66673
$;02:09:11;11:54:44;04.10.2022;Y;10;53 47.77803 N;010 48.13727 E;47.691;88.3;109.03;35085.8;-3.0;-28.375;0.100;5.559;8.4;66673
$;02:09:13;11:54:46;04.10.2022;Y;10;53 47.77554 N;010 48.17224 E;34.268;63.4;80.55;35101.4;-3.125;-28.375;0.100;5.659;8.4;66673
$;02:09:15;11:54:48;04.10.2022;Y;10;53 47.78554 N;010 48.20668 E;50.247;93.0;56.83;35109.7;-3.0;-28.375;0.100;5.610;8.4;66673
$;02:09:17;11:54:50;04.10.2022;Y;10;53 47.79962 N;010 48.25395 E;59.195;109.6;70.77;35123.9;-3.125;-28.375;0.100;5.559;8.4;66673
$;02:09:19;11:54:52;04.10.2022;Y;10;53 47.80391 N;010 48.30373 E;49.726;92.0;91.47;35137.2;-3.250;-28.375;0.100;5.659;8.4;66673
$;02:09:21;11:54:54;04.10.2022;Y;10;53 47.80009 N;010 48.34150 E;34.050;63.0;104.34;35146.0;-3.125;-28.375;0.100;5.659;8.4;66673
$;02:09:23;11:54:56;04.10.2022;Y;10;53 47.80042 N;010 48.37078 E;34.426;63.7;74.06;35160.3;-3.0;-28.375;0.100;5.659;8.4;66673
$;02:09:25;11:54:58;04.10.2022;Y;10;53 47.81011 N;010 48.41013 E;55.751;103.2;66.08;35171.4;-3.0;-28.375;0.100;5.570;8.4;66673
$;02:09:27;11:55:00;04.10.2022;Y;10;53 47.82086 N;010 48.46563 E;65.359;121.0;77.81;35183.9;-3.0;-28.500;0.100;5.659;8.4;66673
$;02:09:29;11:55:02;04.10.2022;Y;10;53 47.82352 N;010 48.51914 E;50.365;93.2;91.56;35198.7;-3.125;-28.375;0.100;5.520;8.3;66673
$;02:09:31;11:55:04;04.10.2022;Y;10;53 47.82236 N;010 48.55531 E;29.552;54.7;90.85;35207.7;-3.0;-28.500;0.100;5.520;8.4;66673
$;02:09:33;11:55:06;04.10.2022;Y;10;53 47.82715 N;010 48.58104 E;34.264;63.4;61.59;35221.7;-3.0;-28.375;0.100;5.520;8.4;66673
$;02:09:35;11:55:08;04.10.2022;Y;10;53 47.83787 N;010 48.62019 E;55.660;103.0;69.26;35236.9;-3.0;-28.500;0.100;5.520;8.4;66673
$;02:09:37;11:55:10;04.10.2022;Y;10;53 47.84481 N;010 48.67700 E;66.037;122.3;85.22;35247.5;-3.0;-28.500;0.100;5.520;8.4;66673
$;02:09:39;11:55:12;04.10.2022;Y;09;53 47.84366 N;010 48.73290 E;52.906;97.9;96.38;35261.0;-3.0;-28.500;0.100;5.520;8.4;66673
$;02:09:41;11:55:14;04.10.2022;Y;09;53 47.84257 N;010 48.77270 E;36.675;67.9;87.21;35274.8;-3.0;-28.375;0.100;5.469;8.4;66673
$;02:09:43;11:55:16;04.10.2022;Y;09;53 47.84855 N;010 48.80597 E;43.651;80.8;53.13;35286.4;-2.875;-28.375;0.100;5.369;8.4;66673
$;02:09:45;11:55:18;04.10.2022;Y;09;53 47.86458 N;010 48.84690 E;58.489;108.3;63.53;35299.4;-3.0;-28.375;0.100;5.420;8.4;66673
$;02:09:47;11:55:20;04.10.2022;Y;09;53 47.87317 N;010 48.89900 E;56.996;105.5;84.45;35312.3;-3.0;-28.500;0.100;5.520;8.4;66673
$;02:09:49;11:55:22;04.10.2022;Y;09;53 47.87321 N;010 48.94690 E;44.687;82.7;100.03;35322.9;-3.0;-28.375;0.100;5.469;8.4;66673
$;02:09:51;11:55:24;04.10.2022;Y;09;53 47.87238 N;010 48.98174 E;35.702;66.1;80.94;35337.6;-3.0;-28.250;0.100;5.469;8.4;66673
$;02:09:53;11:55:26;04.10.2022;Y;09;53 47.88106 N;010 49.01937 E;52.316;96.8;64.94;35349.8;-3.0;-28.375;0.100;5.320;8.4;66673
$;02:09:55;11:55:28;04.10.2022;Y;09;53 47.89356 N;010 49.07266 E;67.040;124.1;73.42;35360.3;-2.875;-28.375;0.100;5.559;8.4;66673
$;02:09:57;11:55:30;04.10.2022;Y;09;53 47.89865 N;010 49.13088 E;58.601;108.5;88.65;35373.7;-2.875;-28.250;0.100;5.520;8.4;66673
$;02:09:59;11:55:32;04.10.2022;Y;09;53 47.89699 N;010 49.17466 E;37.862;70.1;96.42;35384.2;-3.0;-28.250;0.100;5.369;8.4;66673
$;02:10:01;11:55:34;04.10.2022;Y;09;53 47.89845 N;010 49.20406 E;31.838;58.9;73.57;35397.1;-2.875;-28.250;0.100;5.369;8.4;66673
$;02:10:03;11:55:36;04.10.2022;Y;09;53 47.90703 N;010 49.24105 E;52.419;97.0;69.49;35412.0;-3.0;-28.250;0.100;5.469;8.4;66673
$;02:10:05;11:55:38;04.10.2022;Y;09;53 47.91478 N;010 49.29655 E;67.881;125.7;82.78;35421.5;-2.875;-28.250;0.100;5.369;8.4;66673
$;02:10:07;11:55:40;04.10.2022;Y;09;53 47.91442 N;010 49.35720 E;59.871;110.8;96.64;35435.3;-3.0;-28.250;0.100;5.420;8.4;66673
$;02:10:09;11:55:42;04.10.2022;Y;09;53 47.91162 N;010 49.40085 E;37.362;69.1;92.36;35449.8;-2.875;-28.125;0.100;5.420;8.4;66673
$;02:10:11;11:55:44;04.10.2022;Y;09;53 47.91629 N;010 49.42954 E;33.369;61.7;59.40;35460.5;-3.0;-28.250;0.100;5.420;8.3;66673
$;02:10:13;11:55:46;04.10.2022;Y;09;53 47.92792 N;010 49.46281 E;47.880;88.6;63.72;35474.5;-2.875;-28.250;0.100;5.369;8.3;66673
$;02:10:15;11:55:48;04.10.2022;Y;09;53 47.93519 N;010 49.50901 E;53.877;99.7;84.28;35485.7;-2.875;-28.250;0.100;5.369;8.4;66673
$;02:10:17;11:55:50;04.10.2022;Y;09;53 47.93267 N;010 49.55682 E;48.753;90.2;102.89;35494.2;-3.0;-28.125;0.100;5.420;8.4;66673
$;02:10:19;11:55:52;04.10.2022;Y;09;53 47.92864 N;010 49.59427 E;35.409;65.5;92.03;35508.5;-3.0;-28.250;0.100;5.320;8.4;66673
$;02:10:21;11:55:54;04.10.2022;Y;09;53 47.93365 N;010 49.62790 E;43.165;79.9;65.08;35520.3;-3.0;-28.250;0.100;5.320;8.4;66673
$;02:10:23;11:55:56;04.10.2022;Y;09;53 47.94568 N;010 49.67186 E;57.935;107.2;68.35;35532.1;-3.0;-28.250;0.100;5.269;8.4;66673
$;02:10:25;11:55:58;04.10.2022;Y;09;53 47.95251 N;010 49.72426 E;56.200;104.0;85.64;35545.9;-2.875;-28.250;0.100;5.269;8.4;66673
$;02:10:27;11:56:00;04.10.2022;Y;09;53 47.95040 N;010 49.76952 E;41.914;77.6;101.80;35556.4;-2.875;-28.125;0.100;5.320;8.4;66673
$;02:10:29;11:56:02;04.10.2022;Y;09;53 47.94773 N;010 49.79933 E;26.696;49.4;88.11;35568.4;-2.875;-28.125;0.100;5.369;8.4;66673
$;02:10:31;11:56:04;04.10.2022;Y;09;53 47.95354 N;010 49.82808 E;40.674;75.3;64.85;35583.4;-3.0;-28.125;0.100;5.269;8.4;66673
$;02:10:33;11:56:06;04.10.2022;Y;09;53 47.96359 N;010 49.87237 E;58.984;109.2;73.02;35594.8;-2.875;-28.125;0.100;5.320;8.4;66673
$;02:10:35;11:56:08;04.10.2022;Y;09;53 47.96907 N;010 49.92957 E;62.550;115.8;86.95;35605.6;-2.875;-28.125;0.100;5.219;8.4;66673
$;02:10:37;11:56:10;04.10.2022;Y;09;53 47.96931 N;010 49.98039 E;47.148;87.3;89.23;35620.4;-2.875;-28.0;0.100;5.269;8.4;66673
$;02:10:39;11:56:12;04.10.2022;Y;09;53 47.97365 N;010 50.01708 E;37.834;70.0;66.60;35632.6;-2.875;-28.125;0.100;5.269;8.4;66673
$;02:10:41;11:56:14;04.10.2022;Y;09;53 47.98669 N;010 50.05055 E;48.967;90.6;53.32;35643.4;-2.875;-28.0;0.100;5.179;8.3;66673
$;02:10:43;11:56:16;04.10.2022;Y;09;53 48.00186 N;010 50.09396 E;57.122;105.7;66.02;35657.1;-2.875;-28.0;0.100;5.269;8.4;66673
$;02:10:45;11:56:18;04.10.2022;Y;09;53 48.00970 N;010 50.14376 E;53.130;98.3;82.55;35670.1;-2.875;-28.125;0.100;5.219;8.4;66673
$;02:10:47;11:56:20;04.10.2022;Y;09;53 48.01139 N;010 50.18688 E;40.268;74.5;86.02;35682.9;-2.750;-28.0;0.100;5.219;8.4;66673
$;02:10:49;11:56:22;04.10.2022;Y;09;53 48.01686 N;010 50.21990 E;37.578;69.5;63.32;35694.5;-3.125;-28.0;0.100;5.219;8.4;66673
$;02:10:51;11:56:24;04.10.2022;Y;09;53 48.03050 N;010 50.25581 E;52.938;98.0;56.65;35704.9;-3.0;-28.0;0.100;5.130;8.4;66673
$;02:10:53;11:56:26;04.10.2022;Y;09;53 48.04463 N;010 50.30419 E;59.960;111.0;70.37;35718.3;-3.0;-28.125;0.100;5.79;8.4;66673
$;02:10:55;11:56:28;04.10.2022;Y;09;53 48.05032 N;010 50.35422 E;49.514;91.6;86.46;35731.4;-2.875;-28.0;0.100;5.130;8.4;66673
$;02:10:57;11:56:30;04.10.2022;Y;09;53 48.05086 N;010 50.39103 E;31.406;58.1;87.83;35743.1;-2.750;-28.0;0.100;5.219;8.4;66673
$;02:10:59;11:56:32;04.10.2022;Y;09;53 48.05618 N;010 50.41624 E;31.678;58.6;57.04;35755.7;-3.0;-28.0;0.100;5.219;8.4;66673
$;02:11:01;11:56:34;04.10.2022;Y;09;53 48.06908 N;010 50.44776 E;48.533;89.8;57.75;35769.3;-2.875;-28.0;0.100;5.79;8.4;66673
$;02:11:03;11:56:36;04.10.2022;Y;09;53 48.08077 N;010 50.49317 E;55.722;103.1;73.61;35782.8;-2.750;-28.0;0.100;5.30;8.4;66673
$;02:11:05;11:56:38;04.10.2022;Y;09;53 48.08457 N;010 50.54086 E;47.415;87.8;89.17;35796.0;-2.875;-28.0;0.100;5.130;8.4;66673
$;02:11:07;11:56:40;04.10.2022;Y;09;53 48.08489 N;010 50.57770 E;33.300;61.6;84.26;35810.0;-2.750;-28.0;0.100;5.79;8.4;66673
$;02:11:09;11:56:42;04.10.2022;Y;09;53 48.09148 N;010 50.60702 E;37.968;70.3;59.06;35822.5;-2.875;-28.0;0.100;5.219;8.3;66673
$;02:11:11;11:56:44;04.10.2022;Y;09;53 48.10536 N;010 50.64421 E;54.497;100.9;59.96;35832.3;-2.875;-28.0;0.100;5.30;8.3;66673
$;02:11:13;11:56:46;04.10.2022;Y;09;53 48.11701 N;010 50.69452 E;59.049;109.3;76.30;35844.1;-2.875;-28.0;0.100;5.130;8.4;66673
$;02:11:15;11:56:48;04.10.2022;Y;09;53 48.11979 N;010 50.74317 E;45.677;84.5;90.69;35858.3;-2.875;-28.0;0.100;5.130;8.4;66673
$;02:11:17;11:56:50;04.10.2022;Y;09;53 48.12033 N;010 50.77622 E;28.567;52.9;80.25;35871.6;-2.750;-27.875;0.100;4.980;8.4;66673
$;02:11:19;11:56:52;04.10.2022;Y;09;53 48.12856 N;010 50.80039 E;35.623;65.9;49.37;35883.8;-2.875;-27.875;0.100;5.79;8.4;66673
$;02:11:21;11:56:54;04.10.2022;Y;09;53 48.14356 N;010 50.83283 E;50.479;93.4;55.95;35896.4;-2.750;-28.0;0.100;5.30;8.4;66673
$;02:11:23;11:56:56;04.10.2022;Y;09;53 48.15591 N;010 50.87655 E;52.127;96.5;71.27;35909.2;-2.625;-28.0;0.100;5.79;8.4;66673
$;02:11:25;11:56:58;04.10.2022;Y;09;53 48.16173 N;010 50.91894 E;41.630;77.0;80.31;35919.5;-2.875;-27.875;0.100;5.79;8.4;66673
$;02:11:27;11:57:00;04.10.2022;Y;09;53 48.16715 N;010 50.95084 E;33.175;61.4;65.12;35927.9;-2.750;-27.875;0.100;4.980;8.4;66673
$;02:11:29;11:57:02;04.10.2022;Y;09;53 48.17908 N;010 50.98051 E;44.600;82.5;52.69;35937.9;-2.875;-27.875;0.100;4.980;8.4;66673
$;02:11:31;11:57:04;04.10.2022;Y;09;53 48.19414 N;010 51.02124 E;55.946;103.6;63.45;35950.0;-2.750;-27.875;0.100;4.929;8.4;66673
$;02:11:33;11:57:06;04.10.2022;Y;09;53 48.20361 N;010 51.07009 E;53.440;98.9;78.80;35962.4;-2.625;-28.0;0.100;4.980;8.4;66673
$;02:11:35;11:57:08;04.10.2022;Y;09;53 48.20624 N;010 51.11299 E;39.589;73.3;86.81;35973.3;-2.875;-27.875;0.100;5.79;8.4;66673
$;02:11:37;11:57:10;04.10.2022;Y;09;53 48.20992 N;010 51.14318 E;31.170;57.7;66.74;35984.7;-2.750;-27.875;0.100;5.30;8.4;66673
$;02:11:39;11:57:12;04.10.2022;Y;09;53 48.22141 N;010 51.17249 E;44.956;83.2;52.94;35998.0;-2.750;-27.875;0.100;4.980;8.4;66673
$;02:11:41;11:57:14;04.10.2022;Y;09;53 48.23678 N;010 51.21415 E;58.499;108.3;63.15;36012.2;-2.625;-27.875;0.100;4.929;8.4;66673
$;02:11:43;11:57:16;04.10.2022;Y;09;53 48.24740 N;010 51.26720 E;60.862;112.7;78.21;36024.3;-2.875;-27.875;0.100;4.929;8.4;66673
$;02:11:45;11:57:18;04.10.2022;Y;09;53 48.25097 N;010 51.31987 E;52.748;97.6;85.76;36035.3;-2.875;-28.0;0.100;5.30;8.4;66673
$;02:11:47;11:57:20;04.10.2022;Y;09;53 48.25554 N;010 51.36372 E;45.731;84.6;72.53;36048.1;-2.875;-27.875;0.100;4.880;8.4;66673
$;02:11:49;11:57:22;04.10.2022;Y;09;53 48.26775 N;010 51.40359 E;52.203;96.6;56.68;36057.8;-2.750;-27.875;0.100;4.880;8.4;66673
$;02:11:51;11:57:24;04.10.2022;Y;09;53 48.28438 N;010 51.44820 E;59.095;109.4;60.84;36070.1;-2.750;-27.875;0.100;4.880;8.4;66673
$;02:11:53;11:57:26;04.10.2022;Y;09;53 48.29606 N;010 51.49865 E;56.834;105.2;75.80;36084.3;-2.750;-27.750;0.100;4.829;8.4;66673
$;02:11:55;11:57:28;04.10.2022;Y;09;53 48.29957 N;010 51.54691 E;48.073;89.0;87.96;36096.1;-2.750;-27.875;0.100;4.929;8.4;66673
$;02:11:57;11:57:30;04.10.2022;Y;09;53 48.30104 N;010 51.58686 E;40.056;74.1;81.65;36109.0;-2.750;-28.0;0.100;4.880;8.4;66673
$;02:11:59;11:57:32;04.10.2022;Y;09;53 48.30819 N;010 51.62496 E;47.218;87.4;67.63;36122.3;-2.625;-27.875;0.100;4.929;8.4;66673
$;02:12:01;11:57:34;04.10.2022;Y;09;53 48.31954 N;010 51.67286 E;61.824;114.4;70.05;36132.6;-2.750;-27.750;0.100;4.929;8.4;66673
$;02:12:03;11:57:36;04.10.2022;Y;09;53 48.32849 N;010 51.73191 E;66.475;123.1;80.32;36143.5;-2.625;-27.750;0.100;4.829;8.4;66673
$;02:12:05;11:57:38;04.10.2022;Y;09;53 48.33178 N;010 51.78819 E;54.842;101.5;86.50;36157.0;-2.750;-27.875;0.100;4.880;8.4;66673
$;02:12:07;11:57:40;04.10.2022;Y;09;53 48.33525 N;010 51.83175 E;42.322;78.3;75.95;36169.5;-2.750;-27.750;0.100;4.880;8.3;66673
$;02:12:09;11:57:42;04.10.2022;Y;09;53 48.34498 N;010 51.86872 E;47.439;87.8;59.81;36180.5;-2.750;-27.750;0.100;4.929;8.4;66673
$;02:12:11;11:57:44;04.10.2022;Y;09;53 48.35912 N;010 51.91296 E;58.868;109.0;64.91;36193.5;-2.750;-27.750;0.100;4.880;8.4;66673
$;02:12:13;11:57:46;04.10.2022;Y;09;53 48.36906 N;010 51.96631 E;60.157;111.4;78.90;36206.7;-2.750;-27.750;0.100;4.780;8.4;66673
$;02:12:15;11:57:48;04.10.2022;Y;09;53 48.37155 N;010 52.01820 E;51.610;95.5;89.86;36217.7;-2.625;-27.625;0.100;4.880;8.4;66673
$;02:12:17;11:57:50;04.10.2022;Y;09;53 48.37301 N;010 52.06092 E;43.080;79.7;80.23;36230.6;-2.750;-27.875;0.100;4.730;8.4;66673
$;02:12:19;11:57:52;04.10.2022;Y;09;53 48.38192 N;010 52.10193 E;52.514;97.2;64.00;36244.0;-2.750;-27.750;0.100;4.829;8.4;66673
$;02:12:21;11:57:54;04.10.2022;Y;09;53 48.39666 N;010 52.15338 E;68.037;126.0;65.96;36255.5;-2.625;-27.750;0.100;4.829;8.4;66673
$;02:12:23;11:57:56;04.10.2022;Y;09;53 48.40842 N;010 52.21570 E;70.501;130.5;77.81;36268.1;-2.625;-27.750;0.100;4.780;8.4;66673
$;02:12:25;11:57:58;04.10.2022;Y;09;53 48.41227 N;010 52.27585 E;59.834;110.8;87.94;36280.6;-2.625;-27.750;0.100;4.780;8.4;66673
$;02:12:27;11:58:00;04.10.2022;Y;09;53 48.41422 N;010 52.32541 E;49.079;90.8;82.18;36293.4;-2.625;-27.750;0.100;4.780;8.4;66673
$;02:12:29;11:58:02;04.10.2022;Y;09;53 48.42140 N;010 52.37138 E;54.907;101.6;70.74;36304.6;-2.750;-27.750;0.100;4.730;8.4;66673
$;02:12:31;11:58:04;04.10.2022;Y;09;53 48.43241 N;010 52.42662 E;68.724;127.2;73.20;36312.3;-2.625;-27.750;0.100;4.880;8.4;66673
$;02:12:33;11:58:06;04.10.2022;Y;09;53 48.43993 N;010 52.49159 E;71.058;131.5;83.96;36322.0;-2.750;-27.875;0.100;4.780;8.4;66673
$;02:12:35;11:58:08;04.10.2022;Y;09;53 48.44099 N;010 52.55220 E;59.172;109.5;90.81;36334.3;-2.750;-27.750;0.100;4.929;8.4;66673
$;02:12:37;11:58:10;04.10.2022;Y;09;53 48.44246 N;010 52.60115 E;48.652;90.1;81.53;36346.4;-2.500;-27.750;0.100;4.780;8.4;66673
$;02:12:39;11:58:12;04.10.2022;Y;09;53 48.45054 N;010 52.64719 E;56.052;103.8;68.83;36357.7;-2.625;-27.750;0.100;4.690;8.4;66673
$;02:12:41;11:58:14;04.10.2022;Y;09;53 48.46208 N;010 52.70359 E;69.956;129.5;73.99;36369.7;-2.750;-27.750;0.100;4.780;8.4;66673
$;02:12:43;11:58:16;04.10.2022;Y;09;53 48.46813 N;010 52.76990 E;72.545;134.3;87.27;36381.8;-2.625;-27.625;0.100;4.730;8.4;66673
$;02:12:45;11:58:18;04.10.2022;Y;09;53 48.46578 N;010 52.83270 E;62.050;114.9;97.81;36394.0;-2.750;-27.625;0.100;4.780;8.4;66673
$;02:12:47;11:58:20;04.10.2022;Y;09;53 48.46370 N;010 52.88292 E;48.696;90.1;87.48;36409.4;-2.750;-27.500;0.100;4.639;8.4;66673
$;02:12:49;11:58:22;04.10.2022;Y;09;53 48.47014 N;010 52.92757 E;52.471;97.1;68.32;36421.3;-2.625;-27.625;0.100;4.780;8.3;66673
$;02:12:51;11:58:24;04.10.2022;Y;09;53 48.48316 N;010 52.97748 E;62.444;115.6;67.02;36432.4;-2.750;-27.500;0.100;4.679;8.4;66673
$;02:12:53;11:58:26;04.10.2022;Y;09;53 48.49260 N;010 53.03173 E;58.294;107.9;79.53;36445.3;-2.500;-27.250;0.100;4.679;8.4;66673
$;02:12:55;11:58:28;04.10.2022;Y;09;53 48.49409 N;010 53.08045 E;47.469;87.9;93.12;36451.7;-2.750;-27.625;0.100;4.679;8.4;66673
$;02:12:57;11:58:30;04.10.2022;Y;09;53 48.49337 N;010 53.12010 E;39.972;74.0;86.78;36462.0;-2.625;-27.375;0.100;4.730;8.4;66673
$;02:12:59;11:58:32;04.10.2022;Y;09;53 48.49898 N;010 53.16069 E;50.765;94.0;71.00;36475.0;-2.625;-27.375;0.100;4.730;8.4;66673
$;02:13:01;11:58:34;04.10.2022;Y;09;53 48.50980 N;010 53.21232 E;64.428;119.3;71.59;36485.9;-2.625;-27.375;0.100;4.579;8.4;66673
$;02:13:03;11:58:36;04.10.2022;Y;09;53 48.51781 N;010 53.27031 E;61.758;114.3;81.92;36499.1;-2.625;-27.125;0.100;4.730;8.4;66673
$;02:13:05;11:58:38;04.10.2022;Y;09;53 48.51899 N;010 53.32062 E;47.164;87.3;92.34;36510.6;-2.625;-27.250;0.100;4.770;8.4;66673
$;02:13:07;11:58:40;04.10.2022;Y;09;53 48.51928 N;010 53.35725 E;34.455;63.8;82.44;36522.0;-2.750;-27.125;0.100;4.579;8.4;66673
$;02:13:09;11:58:42;04.10.2022;Y;09;53 48.52646 N;010 53.39062 E;44.317;82.0;63.48;36536.1;-2.500;-27.125;0.100;4.679;8.4;66673
$;02:13:11;11:58:44;04.10.2022;Y;09;53 48.53954 N;010 53.43561 E;61.055;113.0;65.53;36547.9;-2.625;-27.0;0.100;4.679;8.4;66673
$;02:13:13;11:58:46;04.10.2022;Y;09;53 48.55108 N;010 53.49094 E;62.369;115.5;74.93;36560.6;-2.625;-27.125;0.100;4.579;8.4;66673
$;02:13:15;11:58:48;04.10.2022;Y;09;53 48.55717 N;010 53.54032 E;46.943;86.9;79.79;36573.4;-2.625;-27.125;0.100;4.630;8.4;66673
$;02:13:17;11:58:50;04.10.2022;Y;09;53 48.56264 N;010 53.57454 E;32.283;59.7;67.34;36581.0;-2.625;-27.125;0.100;4.719;8.4;66673
$;02:13:19;11:58:52;04.10.2022;Y;09;53 48.57261 N;010 53.60081 E;37.653;69.7;53.14;36591.5;-2.625;-26.875;0.100;4.630;8.4;66673
$;02:13:21;11:58:54;04.10.2022;Y;09;53 48.58509 N;010 53.63705 E;50.932;94.3;65.56;36605.1;-2.500;-27.250;0.100;4.630;8.4;66673
$;02:13:23;11:58:56;04.10.2022;Y;09;53 48.59305 N;010 53.68540 E;55.475;102.7;81.46;36616.3;-2.625;-26.875;0.100;4.670;8.4;66673
$;02:13:25;11:58:58;04.10.2022;Y;09;53 48.59418 N;010 53.73335 E;47.615;88.1;91.55;36626.8;-2.625;-27.125;0.100;4.530;8.4;66673
$;02:13:27;11:59:00;04.10.2022;Y;09;53 48.59253 N;010 53.77214 E;40.569;75.1;93.04;36611.7;-2.625;-27.125;0.100;4.530;8.4;66673
$;02:13:29;11:59:02;04.10.2022;Y;09;53 48.59210 N;010 53.81294 E;47.749;88.4;88.26;36555.1;-2.500;-27.125;0.100;4.670;8.3;66673
$;02:13:31;11:59:04;04.10.2022;Y;09;53 48.59182 N;010 53.85610 E;44.356;82.1;92.52;36473.1;-2.625;-26.750;0.100;4.670;8.4;66673
$;02:13:33;11:59:06;04.10.2022;Y;09;53 48.59021 N;010 53.89726 E;46.540;86.1;94.87;36367.7;-2.500;-26.875;0.100;4.770;8.4;66673
$;02:13:35;11:59:08;04.10.2022;Y;09;53 48.58896 N;010 53.95157 E;67.299;124.6;87.51;36251.9;-2.500;-26.875;0.100;4.920;8.4;66673
$;02:13:37;11:59:10;04.10.2022;Y;09;53 48.59882 N;010 54.01487 E;71.294;132.0;65.52;36130.8;-2.625;-26.875;0.100;5.59;8.4;66673
$;02:13:39;11:59:12;04.10.2022;Y;09;53 48.61595 N;010 54.06103 E;46.243;85.6;54.96;36008.9;-2.500;-27.0;0.100;5.110;8.4;66673
$;02:13:41;11:59:14;04.10.2022;Y;09;53 48.62185 N;010 54.09625 E;41.546;76.9;91.75;35884.1;-2.625;-26.875;0.100;5.59;8.4;66673
$;02:13:43;11:59:16;04.10.2022;Y;09;53 48.61935 N;010 54.14553 E;63.593;117.7;91.86;35761.4;-2.500;-27.0;0.100;5.210;8.4;66673
$;02:13:45;11:59:18;04.10.2022;Y;09;53 48.62750 N;010 54.20427 E;62.885;116.4;64.53;35640.4;-2.375;-27.0;0.100;5.300;8.4;66673
$;02:13:47;11:59:20;04.10.2022;Y;09;53 48.64232 N;010 54.24231 E;35.424;65.6;53.97;35517.8;-2.500;-27.125;0.100;5.550;8.4;66673
$;02:13:49;11:59:22;04.10.2022;Y;09;53 48.64549 N;010 54.26626 E;29.584;54.7;102.97;35396.8;-2.625;-26.875;0.100;5.599;8.3;66673
$;02:13:51;11:59:24;04.10.2022;Y;09;53 48.64258 N;010 54.30908 E;58.083;107.5;86.64;35274.9;-2.625;-27.125;0.100;5.500;8.4;66673
$;02:13:53;11:59:26;04.10.2022;Y;09;53 48.65322 N;010 54.36203 E;60.847;112.6;59.36;35152.7;-2.500;-27.250;0.100;5.929;8.4;66673
$;02:13:55;11:59:28;04.10.2022;Y;09;53 48.66949 N;010 54.39535 E;32.580;60.3;46.82;35033.3;-2.500;-27.250;0.100;5.980;8.4;66673
$;02:13:57;11:59:30;04.10.2022;Y;09;53 48.67285 N;010 54.42054 E;36.417;67.4;97.47;34914.5;-2.500;-27.250;0.100;5.840;8.4;66673
$;02:13:59;11:59:32;04.10.2022;Y;09;53 48.67511 N;010 54.46716 E;58.136;107.6;74.46;34796.5;-2.625;-27.250;0.100;6.179;8.4;66673
$;02:14:01;11:59:34;04.10.2022;Y;09;53 48.68751 N;010 54.50687 E;36.751;68.0;53.76;34679.9;-2.500;-27.375;0.100;6.179;8.4;66673
$;02:14:03;11:59:36;04.10.2022;Y;09;53 48.68957 N;010 54.53471 E;38.468;71.2;105.30;34562.8;-2.500;-27.250;0.100;6.79;8.4;66673
$;02:14:05;11:59:38;04.10.2022;Y;09;53 48.68672 N;010 54.58322 E;61.510;113.9;85.26;34445.7;-2.500;-27.500;0.100;6.420;8.4;66673
$;02:14:07;11:59:40;04.10.2022;Y;09;53 48.69453 N;010 54.62972 E;40.080;74.2;66.45;34331.6;-2.500;-27.375;0.100;6.570;8.4;66673
$;02:14:09;11:59:42;04.10.2022;Y;09;53 48.69432 N;010 54.66033 E;38.412;71.1;110.20;34217.2;-2.625;-27.500;0.100;6.469;8.3;66673
$;02:14:11;11:59:44;04.10.2022;Y;09;53 48.68788 N;010 54.70891 E;61.737;114.3;91.69;34104.4;-2.500;-27.250;0.100;6.570;8.4;66673
$;02:14:13;11:59:46;04.10.2022;Y;09;53 48.69178 N;010 54.75594 E;39.294;72.7;79.76;33992.4;-2.375;-27.500;0.100;6.670;8.4;66673
$;02:14:15;11:59:48;04.10.2022;Y;09;53 48.68861 N;010 54.79614 E;54.763;101.4;101.79;33883.6;-2.500;-27.625;0.100;6.670;8.4;66673
$;02:14:17;11:59:50;04.10.2022;Y;09;53 48.69131 N;010 54.85161 E;58.372;108.1;71.46;33776.1;-2.500;-27.625;0.100;6.960;8.4;66673
$;02:14:19;11:59:52;04.10.2022;Y;09;53 48.69739 N;010 54.88812 E;33.279;61.6;90.60;33668.1;-2.500;-27.625;0.100;6.960;8.4;66673
$;02:14:21;11:59:54;04.10.2022;Y;09;53 48.69503 N;010 54.93297 E;59.895;110.9;90.56;33564.7;-2.500;-27.750;0.100;7.199;8.4;66673
